topic,doc_pred,bert_sentiment,lexicon_sentiment,topical,tokens,entities,length,text,text_eng,label,y_textblob,y_vader
Boris Johnson,-0.02347222,-0.271217078,0.3125,0,9,0,54,Første udfordring bliver at få en handelsaftale medEU.,The first challenge will be to reach a trade agreement with the EU. ,1,0.5,1.1148
Boris Johnson,-0.02347222,-1.39342463,0.07339449599999999,0,14,0,63,Et er sikkert: Briterne har begivet sig ud på en farefuld færd.,One thing is for sure: the British have embarked on a perilous journey. ,1,0.5,0.6364
Donald Trump,-0.114008173,-1.3957535030000001,0.7,1,13,1,99,Donald Trump ønsker en total atomafrustning fraNordkoreasside og kontrol med landets missilprogram.,Donald Trump wants total nuclear disarmament on the North Korean side and control of the country's missile program. ,1,0.2,0.0
Boris Johnson,0.379614532,-1.577062011,0.137931034,0,12,1,60,Det vil nemlig koste både briterne og resten af Europa dyrt.,It will cost both the British and the rest of Europe dearly. ,1,0.0,0.843
Boris Johnson,0.379614532,-1.308508635,0.386554622,1,16,2,80,"Det sker, fordi den 55-årige Boris Johnson forgænger Theresa May gik af før tid.",It happens because 55-year-old Boris Johnson's predecessor Theresa May resigned prematurely. ,1,0.0,-0.5
Donald Trump,-0.912902772,0.12369103699999999,0.26666666699999997,0,13,1,61,"Det er den branche, der bruger mest på lobbyvirksomhed i USA.",It is the industry that spends the most on lobbying in the United States. ,1,1.0,0.6016
Donald Trump,-0.114008173,-0.548533797,0.181818182,0,12,0,80,"Derfor ved vi ikke, hvad status i virkeligheden er påNordkoreasatomvåbenprogram.","Therefore, we do not know what the actual status of the North Korean nuclear weapons program is. ",1,0.0,-0.8808
Boris Johnson,-0.02347222,-0.854685068,0.25242718399999997,0,10,0,69,Den splittelse vil yderligere styrke kravet om skotsk selvstændighed.,That division will further strengthen the demand for Scottish independence. ,1,0.0,0.4046
Boris Johnson,0.379614532,0.893523395,0.80794702,1,12,1,64,den 55-årige Boris Johnson er dog kendt for at være optimistisk.,"however, 55-year-old Boris Johnson is known to be optimistic. ",1,0.0,0.6364
Boris Johnson,-0.02347222,-0.201707959,0.40625,1,17,2,80,Briterne vil ud af EU - og med Boris Johnsons massive valgsejr kommer de det nu.,The British want out of the EU - and with Boris Johnson's massive election victory they are coming now. ,1,0.0,0.1544
Donald Trump,-0.912902772,0.014353078,0.217821782,0,10,0,61,Blandt andet at priser skal fremgå af reklamer forlægemidler.,"Among other things, that prices must appear on advertising medicines. ",1,-0.25,0.0
Boris Johnson,-0.02347222,-0.076415055,0.870056497,0,10,1,52,Både EU og briterne er stærkere sammen end adskilte.,Both the EU and the British are stronger together than separate. ,1,0.0,0.7636
Joe Biden,-0.827449977,1.237265468,0.9014084509999999,0,13,0,60,At få et uomtvisteligt resultat vil i sig selv være en sejr.,Getting an indisputable result will in itself be a victory. ,1,0.0,0.0
Donald Trump,0.03423284,-1.064540148,0.33663366299999997,0,14,1,79,"Umådelig meget var på spil, da præsidenterne fra Nordog Sydkorea mødtes fredag.",An immense amount was at stake when the presidents of North and South Korea met on Friday. ,2,0.0,0.0
Donald Trump,-0.873057306,0.211922914,1.114754098,0,9,1,62,Trump er den mest populære republikanske præsident nogensinde.,Trump is the most popular Republican president ever. ,2,1.1,0.9508
Donald Trump,-0.724117875,0.49593141700000004,0.64,0,17,0,93,"Opløftende Siden har den amerikanske præsident sagt, at han har fundet aftalen ' opløftende'.","Uplifting Since then, the US president has said he has found the deal 'uplifting'. ",2,0.0,0.0
Boris Johnson,0.529619336,1.057250738,0.394904459,1,14,1,86,Også i første afstemningsrunde i forrige uge modtog Boris Johnson klart flest stemmer.,"Also in the first round of voting last week, Boris Johnson received clearly the most votes. ",2,0.26,0.8038
Donald Trump,0.03423284,0.32383412100000003,0.9090909090000001,0,12,0,50,Men nu er håbet om en løsning i det mindste tændt.,But now the hope for a solution is at least lit. ,2,-0.6,1.2738
Donald Trump,-0.724117875,-0.06075708900000001,0.235294117,0,10,3,50,HISTORISK: Trump og Kim Jong-un mødes i Singapore.,HISTORICAL: Trump and Kim Jong-un meet in Singapore. ,2,0.0,0.0
Donald Trump,0.03423284,0.19875416199999998,0.524590164,1,15,2,80,En ting er sikker: Donald Trump får rig brug for Donald Trump forhandlingsevner.,One thing is for sure: Donald Trump will need Donald Trump's negotiation skills. ,2,1.0,0.6364
Donald Trump,-0.724117875,-0.161167473,0.038461538999999996,0,17,0,66,"Det har taget mange årtier at nå hertil, lad os se, hvad der sker.","It has taken many decades to get here, let's see what happens. ",2,1.0,0.0
Boris Johnson,0.529619336,-0.693346679,0.662162162,0,11,0,72,Der dukker næsten altid en overraskelse op i konservative formandskampe.,There is almost always a surprise in conservative presidential campaigns. ,2,0.0,0.415
Boris Johnson,0.529619336,0.314489096,0.137931035,0,18,1,88,"Denne gang er det 46-årige Rory Stewart, der var relativt ukendt for få uger uger siden.","This time it’s 46-year-old Rory Stewart, who was relatively unknown a few weeks ago. ",2,-0.30000000000000004,0.0
Donald Trump,-0.873057306,-1.404224277,0.363636364,0,17,0,91,"Demokrater gør klar til rigsretssag, men det kan give bagslag: Det vil være skrækscenariet.","Democrats are preparing for a state lawsuit, but it could backfire: it will be the horror scenario. ",2,0.0,-1.5158
Boris Johnson,0.529619336,0.40701171799999997,0.314606741,1,10,2,61,Boris Johnson cruiser videre mod Downing Street 10. Valgdyst.,Boris Johnson cruises on towards Downing Street 10. Election contest. ,2,0.0,0.0
Donald Trump,-0.873057306,0.116420925,1.0625,0,10,1,63,"""Trump er den mest populære republikanske præsident nogensinde.","""Trump is the most popular Republican president ever. ",2,1.1,0.9508
Donald Trump,-0.873057306,0.64031738,0.21621621600000002,0,11,0,52,""" MADS FUGLEDE, VÆRT FOR PODCASTEN ""KAMPAGNESPORET"".","""MADS BIRDS, HOSTED THE PODCAST"" CAMPAIGN TRACK "". ",2,0.0,0.0
Donald Trump,-0.724117875,-0.282930702,0.036363636,0,18,0,68,"- Det har taget mange årtier at nå hertil, lad os se, hvad der sker.","- It has taken many decades to get here, let's see what happens. ",2,1.0,0.0
Donald Trump,-0.724117875,0.499768049,0.869565217,0,13,2,61,"- De behandler os med stor respekt, sagde Trump om Nordkorea.","""They treat us with great respect,"" Trump said of North Korea. ",2,1.6,1.5566
Boris Johnson,0.379614532,0.893523395,0.80794702,1,12,1,64,den 55-årige Boris Johnson er dog kendt for at være optimistisk.,"however, 55-year-old Boris Johnson is known to be optimistic. ",1,0.0,0.6364
Boris Johnson,0.379614532,0.893523395,0.80794702,1,12,1,64,den 55-årige Boris Johnson er dog kendt for at være optimistisk.,"however, 55-year-old Boris Johnson is known to be optimistic. ",1,0.0,0.6364
Boris Johnson,-0.02347222,-0.854685068,0.25242718399999997,0,10,0,69,Den splittelse vil yderligere styrke kravet om skotsk selvstændighed.,That division will further strengthen the demand for Scottish independence. ,1,0.0,0.4046
Joe Biden,-0.827449977,0.330009252,0.408163265,0,13,0,53,"Hvem vinderen bør være, blev også klart i nat: Biden.",Who the winner should be also became clear tonight: Biden. ,1,0.20000000000000004,1.5012
Boris Johnson,0.379614532,-1.308508635,0.386554622,1,16,2,80,"Det sker, fordi den 55-årige Boris Johnson forgænger Theresa May gik af før tid.",It happens because 55-year-old Boris Johnson's predecessor Theresa May resigned prematurely. ,1,0.0,-0.5
Joe Biden,-0.827449977,-0.440580845,0.661157025,0,9,1,57,Men generelt fremstod Biden ellers som fornuftens stemme.,"But in general, Biden otherwise appeared as the voice of reason. ",1,0.10000000000000003,0.0
Boris Johnson,-0.02347222,-0.9465093609999999,0.8,0,12,0,56,Nu har han så også det fulde ansvar for landets fremtid.,Now he also has full responsibility for the country's future. ,1,0.35,0.0
Boris Johnson,0.379614532,0.893523395,0.80794702,1,12,1,64,den 55-årige Boris Johnson er dog kendt for at være optimistisk.,"however, 55-year-old Boris Johnson is known to be optimistic. ",1,0.0,0.6364
Donald Trump,-0.114008173,0.28805586699999997,0.936627283,0,11,1,65,Kim Jong-un ønsker en fredsaftale og en lettelse af sanktionerne.,Kim Jong-un wants a peace deal and easing of sanctions. ,1,0.4,1.341
Boris Johnson,-0.02347222,-1.39342463,0.07339449599999999,0,14,0,63,Et er sikkert: Briterne har begivet sig ud på en farefuld færd.,One thing is for sure: the British have embarked on a perilous journey. ,1,0.5,0.6364
Donald Trump,-0.912902772,0.12369103699999999,0.26666666699999997,0,13,1,61,"Det er den branche, der bruger mest på lobbyvirksomhed i USA.",It is the industry that spends the most on lobbying in the United States. ,1,1.0,0.6016
Joe Biden,-0.827449977,0.330009252,0.408163265,0,13,0,53,"Hvem vinderen bør være, blev også klart i nat: Biden.",Who the winner should be also became clear tonight: Biden. ,1,0.20000000000000004,1.5012
Donald Trump,-0.724117875,0.499768049,0.869565217,0,13,2,61,"- De behandler os med stor respekt, sagde Trump om Nordkorea.","""They treat us with great respect,"" Trump said of North Korea. ",2,1.6,1.5566
Donald Trump,0.03423284,-1.064540148,0.33663366299999997,0,14,1,79,"Umådelig meget var på spil, da præsidenterne fra Nordog Sydkorea mødtes fredag.",An immense amount was at stake when the presidents of North and South Korea met on Friday. ,2,0.0,0.0
Donald Trump,-0.724117875,-0.161167473,0.038461538999999996,0,17,0,66,"Det har taget mange årtier at nå hertil, lad os se, hvad der sker.","It has taken many decades to get here, let's see what happens. ",2,1.0,0.0
Donald Trump,-0.873057306,0.211922914,1.114754098,0,9,1,62,Trump er den mest populære republikanske præsident nogensinde.,Trump is the most popular Republican president ever. ,2,1.1,0.9508
Donald Trump,-0.724117875,-0.282930702,0.036363636,0,18,0,68,"- Det har taget mange årtier at nå hertil, lad os se, hvad der sker.","- It has taken many decades to get here, let's see what happens. ",2,1.0,0.0
Donald Trump,-0.873057306,0.116420925,1.0625,0,10,1,63,"""Trump er den mest populære republikanske præsident nogensinde.","""Trump is the most popular Republican president ever. ",2,1.1,0.9508
Boris Johnson,0.529619336,0.40701171799999997,0.314606741,1,10,2,61,Boris Johnson cruiser videre mod Downing Street 10. Valgdyst.,Boris Johnson cruises on towards Downing Street 10. Election contest. ,2,0.0,0.0
Boris Johnson,0.529619336,0.40701171799999997,0.314606741,1,10,2,61,Boris Johnson cruiser videre mod Downing Street 10. Valgdyst.,Boris Johnson cruises on towards Downing Street 10. Election contest. ,2,0.0,0.0
Donald Trump,-0.873057306,0.116420925,1.0625,0,10,1,63,"""Trump er den mest populære republikanske præsident nogensinde.","""Trump is the most popular Republican president ever. ",2,1.1,0.9508
Boris Johnson,0.529619336,0.314489096,0.137931035,0,18,1,88,"Denne gang er det 46-årige Rory Stewart, der var relativt ukendt for få uger uger siden.","This time it’s 46-year-old Rory Stewart, who was relatively unknown a few weeks ago. ",2,-0.30000000000000004,0.0
Donald Trump,-0.873057306,0.116420925,1.0625,0,10,1,63,"""Trump er den mest populære republikanske præsident nogensinde.","""Trump is the most popular Republican president ever. ",2,1.1,0.9508
Donald Trump,-0.724117875,0.499768049,0.869565217,0,13,2,61,"- De behandler os med stor respekt, sagde Trump om Nordkorea.","""They treat us with great respect,"" Trump said of North Korea. ",2,1.6,1.5566
Donald Trump,-0.724117875,-0.06075708900000001,0.235294117,0,10,3,50,HISTORISK: Trump og Kim Jong-un mødes i Singapore.,HISTORICAL: Trump and Kim Jong-un meet in Singapore. ,2,0.0,0.0
Donald Trump,0.03423284,-1.064540148,0.33663366299999997,0,14,1,79,"Umådelig meget var på spil, da præsidenterne fra Nordog Sydkorea mødtes fredag.",An immense amount was at stake when the presidents of North and South Korea met on Friday. ,2,0.0,0.0
Donald Trump,-0.724117875,-0.161167473,0.038461538999999996,0,17,0,66,"Det har taget mange årtier at nå hertil, lad os se, hvad der sker.","It has taken many decades to get here, let's see what happens. ",2,1.0,0.0
Donald Trump,-0.724117875,-0.06075708900000001,0.235294117,0,10,3,50,HISTORISK: Trump og Kim Jong-un mødes i Singapore.,HISTORICAL: Trump and Kim Jong-un meet in Singapore. ,2,0.0,0.0
Boris Johnson,0.529619336,1.057250738,0.394904459,1,14,1,86,Også i første afstemningsrunde i forrige uge modtog Boris Johnson klart flest stemmer.,"Also in the first round of voting last week, Boris Johnson received clearly the most votes. ",2,0.26,0.8038
Donald Trump,-0.724117875,0.499768049,0.869565217,0,13,2,61,"- De behandler os med stor respekt, sagde Trump om Nordkorea.","""They treat us with great respect,"" Trump said of North Korea. ",2,1.6,1.5566
Boris Johnson,0.529619336,0.314489096,0.137931035,0,18,1,88,"Denne gang er det 46-årige Rory Stewart, der var relativt ukendt for få uger uger siden.","This time it’s 46-year-old Rory Stewart, who was relatively unknown a few weeks ago. ",2,-0.30000000000000004,0.0
Donald Trump,-0.724117875,-0.161167473,0.038461538999999996,0,17,0,66,"Det har taget mange årtier at nå hertil, lad os se, hvad der sker.","It has taken many decades to get here, let's see what happens. ",2,1.0,0.0
Donald Trump,-0.873057306,-1.404224277,0.363636364,0,17,0,91,"Demokrater gør klar til rigsretssag, men det kan give bagslag: Det vil være skrækscenariet.","Democrats are preparing for a state lawsuit, but it could backfire: it will be the horror scenario. ",2,0.0,-1.5158
